filename,xmin,ymin,xmax,ymax,class
Image_101.jpg,156,3,293,128,1
Image_101.jpg,292,2,414,128,1
Image_101.jpg,284,375,358,415,1
Image_101.jpg,285,297,330,362,1
Image_101.jpg,333,239,399,330,1
Image_101.jpg,283,132,322,290,1
Image_101.jpg,329,127,412,235,1
Image_399.jpg,336,327,415,416,2
Image_399.jpg,287,362,330,416,2
Image_399.jpg,340,263,416,321,2
Image_399.jpg,389,183,414,261,2
Image_399.jpg,305,1,403,37,2
Image_399.jpg,219,19,298,85,2
Image_399.jpg,193,85,287,170,2
Image_399.jpg,292,141,353,222,2
Image_399.jpg,298,45,382,138,2
Image_399.jpg,387,40,414,101,2
Image_399.jpg,117,92,186,183,2
Image_399.jpg,215,186,260,234,2
Image_399.jpg,54,194,139,247,2
Image_399.jpg,61,251,122,349,2
Image_399.jpg,2,280,62,413,2
Image_399.jpg,72,0,170,62,1
Image_399.jpg,3,0,62,59,1
Image_399.jpg,0,66,85,184,1
Image_399.jpg,0,187,38,266,1
Image_399.jpg,132,316,241,413,1
Image_399.jpg,144,214,219,313,1
Image_997.jpg,349,145,416,228,2
Image_997.jpg,328,233,415,315,2
Image_997.jpg,254,240,317,309,2
Image_997.jpg,352,326,398,378,2
Image_997.jpg,194,315,284,409,2
Image_997.jpg,231,47,309,97,2
Image_997.jpg,109,76,146,205,2
Image_997.jpg,374,0,412,44,1
Image_997.jpg,234,1,354,36,1
Image_997.jpg,215,106,286,201,1
Image_997.jpg,150,1,224,88,1
Image_997.jpg,150,94,209,164,1
Image_997.jpg,0,0,142,68,1
Image_997.jpg,0,68,89,137,1
Image_997.jpg,0,145,91,196,1
Image_997.jpg,0,201,46,279,1
Image_997.jpg,0,283,114,414,1
Image_997.jpg,118,314,184,411,1
Image_997.jpg,125,214,235,310,1
Image_997.jpg,49,206,117,274,1
Image_997.jpg,156,174,195,214,1
Image_997.jpg,293,350,341,413,1
Image_405.jpg,2,0,125,136,1
Image_405.jpg,0,138,88,255,1
Image_405.jpg,0,261,79,328,1
Image_405.jpg,0,355,33,413,1
Image_405.jpg,343,129,416,204,1
Image_405.jpg,384,84,414,129,1
Image_405.jpg,375,227,416,337,1
Image_405.jpg,367,364,416,413,2
Image_405.jpg,201,335,292,413,2
Image_405.jpg,99,338,198,413,2
Image_405.jpg,117,243,191,344,2
Image_405.jpg,198,272,261,333,2
Image_405.jpg,202,195,303,265,2
Image_405.jpg,112,137,182,233,2
Image_405.jpg,180,0,258,34,2
Image_405.jpg,261,17,333,122,2
Image_405.jpg,143,36,252,121,2
Image_405.jpg,193,125,293,196,2
Image_105.jpg,2,0,125,136,1
Image_105.jpg,0,138,88,255,1
Image_105.jpg,0,261,79,328,1
Image_105.jpg,0,355,33,413,1
Image_105.jpg,343,129,416,204,1
Image_105.jpg,384,84,414,129,1
Image_105.jpg,375,227,416,337,1
Image_105.jpg,367,364,416,413,2
Image_105.jpg,201,335,292,413,2
Image_105.jpg,99,338,198,413,2
Image_105.jpg,117,243,191,344,2
Image_105.jpg,198,272,261,333,2
Image_105.jpg,202,195,303,265,2
Image_105.jpg,112,137,182,233,2
Image_105.jpg,180,0,258,34,2
Image_105.jpg,261,17,333,122,2
Image_105.jpg,143,36,252,121,2
Image_105.jpg,193,125,293,196,2
Image_104.jpg,173,0,241,87,1
Image_104.jpg,49,0,160,66,1
Image_104.jpg,131,301,219,414,1
Image_104.jpg,3,295,121,410,1
Image_104.jpg,2,229,151,292,1
Image_104.jpg,0,164,46,229,1
Image_104.jpg,2,0,42,159,1
Image_104.jpg,159,220,244,299,1
Image_104.jpg,138,91,210,213,1
Image_104.jpg,317,0,415,29,2
Image_104.jpg,330,29,416,109,2
Image_104.jpg,265,61,330,156,2
Image_104.jpg,348,130,405,151,2
Image_104.jpg,333,163,410,270,2
Image_104.jpg,255,160,331,300,2
Image_104.jpg,228,374,325,413,2
Image_104.jpg,338,376,388,415,2
Image_104.jpg,372,276,414,353,2
Image_104.jpg,251,305,333,369,2
Image_104.jpg,340,276,361,352,2
Image_104.jpg,61,68,117,203,2
Image_1008.jpg,216,6,288,113,1
Image_1008.jpg,53,274,154,355,1
Image_1008.jpg,33,181,127,270,1
Image_1008.jpg,363,77,416,176,1
Image_1008.jpg,353,186,412,296,1
Image_1008.jpg,129,358,198,416,1
Image_1008.jpg,204,356,280,381,1
Image_1008.jpg,175,305,224,352,1
Image_1008.jpg,295,0,409,67,2
Image_1008.jpg,201,118,274,161,2
Image_1008.jpg,95,0,173,123,2
Image_1008.jpg,3,0,90,109,2
Image_1008.jpg,32,124,99,154,2
Image_1008.jpg,0,284,50,346,2
Image_1008.jpg,0,156,29,266,2
Image_1008.jpg,8,375,69,415,2
Image_1008.jpg,290,364,413,414,2
Image_1008.jpg,223,164,352,255,2
Image_1008.jpg,220,262,319,352,2
Image_1008.jpg,330,298,402,340,2
Image_1008.jpg,278,119,320,158,2
Image_1308.jpg,216,6,288,113,1
Image_1308.jpg,53,274,154,355,1
Image_1308.jpg,33,181,127,270,1
Image_1308.jpg,363,77,416,176,1
Image_1308.jpg,353,186,412,296,1
Image_1308.jpg,129,358,198,416,1
Image_1308.jpg,204,356,280,381,1
Image_1308.jpg,175,305,224,352,1
Image_1308.jpg,295,0,409,67,2
Image_1308.jpg,201,118,274,161,2
Image_1308.jpg,95,0,173,123,2
Image_1308.jpg,3,0,90,109,2
Image_1308.jpg,32,124,99,154,2
Image_1308.jpg,0,284,50,346,2
Image_1308.jpg,0,156,29,266,2
Image_1308.jpg,8,375,69,415,2
Image_1308.jpg,290,364,413,414,2
Image_1308.jpg,223,164,352,255,2
Image_1308.jpg,220,262,319,352,2
Image_1308.jpg,330,298,402,340,2
Image_1308.jpg,278,119,320,158,2
Image_106.jpg,2,369,102,416,2
Image_106.jpg,105,372,212,416,2
Image_106.jpg,34,286,174,357,2
Image_106.jpg,203,0,275,125,2
Image_106.jpg,96,0,195,42,2
Image_106.jpg,98,42,188,115,2
Image_106.jpg,144,123,184,154,2
Image_106.jpg,34,70,94,149,2
Image_106.jpg,100,119,144,152,2
Image_106.jpg,34,155,117,280,2
Image_106.jpg,330,181,412,327,2
Image_106.jpg,316,108,396,171,2
Image_106.jpg,7,0,53,36,1
Image_106.jpg,0,42,21,84,1
Image_106.jpg,0,151,30,310,1
Image_106.jpg,178,294,236,354,1
Image_106.jpg,185,198,256,288,1
Image_106.jpg,119,175,177,269,1
Image_106.jpg,320,0,401,37,1
Image_106.jpg,325,37,404,104,1
Image_106.jpg,334,336,416,412,1
Image_106.jpg,285,298,331,416,1
Image_106.jpg,229,354,279,414,1
Image_100.jpg,0,335,43,408,1
Image_100.jpg,48,333,93,386,1
Image_100.jpg,1,237,87,327,1
Image_100.jpg,1,0,39,54,1
Image_100.jpg,342,345,416,414,1
Image_100.jpg,370,279,413,341,1
Image_100.jpg,291,358,341,413,1
Image_100.jpg,265,245,329,297,1
Image_100.jpg,270,171,352,239,1
Image_100.jpg,397,38,416,99,1
Image_100.jpg,354,124,416,203,2
Image_100.jpg,372,206,413,271,2
Image_100.jpg,205,260,261,321,2
Image_100.jpg,198,329,283,416,2
Image_100.jpg,147,366,191,416,2
Image_100.jpg,2,93,48,228,2
Image_100.jpg,54,85,123,182,2
Image_100.jpg,127,127,210,231,2
Image_100.jpg,133,83,255,123,2
Image_100.jpg,77,9,150,80,2
Image_100.jpg,234,0,310,82,2
Image_100.jpg,162,0,234,76,2
Image_1306.jpg,2,369,102,416,2
Image_1306.jpg,105,372,212,416,2
Image_1306.jpg,34,286,174,357,2
Image_1306.jpg,203,0,275,125,2
Image_1306.jpg,96,0,195,42,2
Image_1306.jpg,98,42,188,115,2
Image_1306.jpg,144,123,184,154,2
Image_1306.jpg,34,70,94,149,2
Image_1306.jpg,100,119,144,152,2
Image_1306.jpg,34,155,117,280,2
Image_1306.jpg,330,181,412,327,2
Image_1306.jpg,316,108,396,171,2
Image_1306.jpg,7,0,53,36,1
Image_1306.jpg,0,42,21,84,1
Image_1306.jpg,0,151,30,310,1
Image_1306.jpg,178,294,236,354,1
Image_1306.jpg,185,198,256,288,1
Image_1306.jpg,119,175,177,269,1
Image_1306.jpg,320,0,401,37,1
Image_1306.jpg,325,37,404,104,1
Image_1306.jpg,334,336,416,412,1
Image_1306.jpg,285,298,331,416,1
Image_1306.jpg,229,354,279,414,1
Image_699.jpg,336,327,415,416,2
Image_699.jpg,287,362,330,416,2
Image_699.jpg,340,263,416,321,2
Image_699.jpg,389,183,414,261,2
Image_699.jpg,305,1,403,37,2
Image_699.jpg,219,19,298,85,2
Image_699.jpg,193,85,287,170,2
Image_699.jpg,292,141,353,222,2
Image_699.jpg,298,45,382,138,2
Image_699.jpg,387,40,414,101,2
Image_699.jpg,117,92,186,183,2
Image_699.jpg,215,186,260,234,2
Image_699.jpg,54,194,139,247,2
Image_699.jpg,61,251,122,349,2
Image_699.jpg,2,280,62,413,2
Image_699.jpg,72,0,170,62,1
Image_699.jpg,3,0,62,59,1
Image_699.jpg,0,66,85,184,1
Image_699.jpg,0,187,38,266,1
Image_699.jpg,132,316,241,413,1
Image_699.jpg,144,214,219,313,1
Image_398.jpg,137,229,227,302,1
Image_398.jpg,119,304,194,412,1
Image_398.jpg,198,302,241,381,1
Image_398.jpg,73,0,201,54,1
Image_398.jpg,0,0,63,57,1
Image_398.jpg,2,57,81,145,1
Image_398.jpg,0,150,110,209,1
Image_398.jpg,2,208,118,272,1
Image_398.jpg,0,273,116,359,2
Image_398.jpg,0,359,84,412,2
Image_398.jpg,362,3,413,108,2
Image_398.jpg,294,0,354,52,2
Image_398.jpg,225,13,288,87,2
Image_398.jpg,301,61,359,133,2
Image_398.jpg,293,138,349,242,2
Image_398.jpg,185,90,282,165,2
Image_398.jpg,119,91,179,218,2
Image_398.jpg,327,326,413,416,2
Image_398.jpg,286,363,326,413,2
Image_398.jpg,344,262,416,322,2
Image_398.jpg,390,179,414,257,2
Image_398.jpg,203,173,239,216,2
Image_999.jpg,336,327,415,416,2
Image_999.jpg,287,362,330,416,2
Image_999.jpg,340,263,416,321,2
Image_999.jpg,389,183,414,261,2
Image_999.jpg,305,1,403,37,2
Image_999.jpg,219,19,298,85,2
Image_999.jpg,193,85,287,170,2
Image_999.jpg,292,141,353,222,2
Image_999.jpg,298,45,382,138,2
Image_999.jpg,387,40,414,101,2
Image_999.jpg,117,92,186,183,2
Image_999.jpg,215,186,260,234,2
Image_999.jpg,54,194,139,247,2
Image_999.jpg,61,251,122,349,2
Image_999.jpg,2,280,62,413,2
Image_999.jpg,72,0,170,62,1
Image_999.jpg,3,0,62,59,1
Image_999.jpg,0,66,85,184,1
Image_999.jpg,0,187,38,266,1
Image_999.jpg,132,316,241,413,1
Image_999.jpg,144,214,219,313,1
Image_1002.jpg,0,0,141,120,1
Image_1002.jpg,0,121,160,265,1
Image_1002.jpg,0,267,155,414,1
Image_1002.jpg,166,229,334,413,1
Image_1002.jpg,349,298,410,416,1
Image_1002.jpg,338,155,408,286,1
Image_1002.jpg,236,90,333,227,1
Image_1002.jpg,274,0,366,92,1
Image_1002.jpg,152,0,251,49,1
Image_1002.jpg,370,71,413,155,2
Image_1002.jpg,164,52,228,161,2
Image_1004.jpg,173,0,241,87,1
Image_1004.jpg,49,0,160,66,1
Image_1004.jpg,131,301,219,414,1
Image_1004.jpg,3,295,121,410,1
Image_1004.jpg,2,229,151,292,1
Image_1004.jpg,0,164,46,229,1
Image_1004.jpg,2,0,42,159,1
Image_1004.jpg,159,220,244,299,1
Image_1004.jpg,138,91,210,213,1
Image_1004.jpg,317,0,415,29,2
Image_1004.jpg,330,29,416,109,2
Image_1004.jpg,265,61,330,156,2
Image_1004.jpg,348,130,405,151,2
Image_1004.jpg,333,163,410,270,2
Image_1004.jpg,255,160,331,300,2
Image_1004.jpg,228,374,325,413,2
Image_1004.jpg,338,376,388,415,2
Image_1004.jpg,372,276,414,353,2
Image_1004.jpg,251,305,333,369,2
Image_1004.jpg,340,276,361,352,2
Image_1004.jpg,61,68,117,203,2
Image_402.jpg,0,0,141,120,1
Image_402.jpg,0,121,160,265,1
Image_402.jpg,0,267,155,414,1
Image_402.jpg,166,229,334,413,1
Image_402.jpg,349,298,410,416,1
Image_402.jpg,338,155,408,286,1
Image_402.jpg,236,90,333,227,1
Image_402.jpg,274,0,366,92,1
Image_402.jpg,152,0,251,49,1
Image_402.jpg,370,71,413,155,2
Image_402.jpg,164,52,228,161,2
Image_1309.jpg,2,0,56,81,1
Image_1309.jpg,0,83,48,202,1
Image_1309.jpg,53,119,104,178,1
Image_1309.jpg,58,19,142,112,1
Image_1309.jpg,215,1,292,28,1
Image_1309.jpg,295,368,370,416,2
Image_1309.jpg,175,353,270,412,2
Image_1309.jpg,7,332,107,416,2
Image_1309.jpg,0,276,68,330,2
Image_1309.jpg,0,203,113,275,2
Image_1309.jpg,59,178,104,198,2
Image_1309.jpg,173,260,315,332,2
Image_1309.jpg,212,209,278,260,2
Image_1309.jpg,155,127,280,206,2
Image_1309.jpg,317,220,412,276,2
Image_1309.jpg,361,166,416,211,2
Image_1309.jpg,281,188,353,223,2
Image_1309.jpg,286,95,414,168,2
Image_1309.jpg,298,2,404,87,2
Image_1309.jpg,210,34,280,121,2
Image_704.jpg,173,0,241,87,1
Image_704.jpg,49,0,160,66,1
Image_704.jpg,131,301,219,414,1
Image_704.jpg,3,295,121,410,1
Image_704.jpg,2,229,151,292,1
Image_704.jpg,0,164,46,229,1
Image_704.jpg,2,0,42,159,1
Image_704.jpg,159,220,244,299,1
Image_704.jpg,138,91,210,213,1
Image_704.jpg,317,0,415,29,2
Image_704.jpg,330,29,416,109,2
Image_704.jpg,265,61,330,156,2
Image_704.jpg,348,130,405,151,2
Image_704.jpg,333,163,410,270,2
Image_704.jpg,255,160,331,300,2
Image_704.jpg,228,374,325,413,2
Image_704.jpg,338,376,388,415,2
Image_704.jpg,372,276,414,353,2
Image_704.jpg,251,305,333,369,2
Image_704.jpg,340,276,361,352,2
Image_704.jpg,61,68,117,203,2
Image_1009.jpg,2,0,56,81,1
Image_1009.jpg,0,83,48,202,1
Image_1009.jpg,53,119,104,178,1
Image_1009.jpg,58,19,142,112,1
Image_1009.jpg,215,1,292,28,1
Image_1009.jpg,295,368,370,416,2
Image_1009.jpg,175,353,270,412,2
Image_1009.jpg,7,332,107,416,2
Image_1009.jpg,0,276,68,330,2
Image_1009.jpg,0,203,113,275,2
Image_1009.jpg,59,178,104,198,2
Image_1009.jpg,173,260,315,332,2
Image_1009.jpg,212,209,278,260,2
Image_1009.jpg,155,127,280,206,2
Image_1009.jpg,317,220,412,276,2
Image_1009.jpg,361,166,416,211,2
Image_1009.jpg,281,188,353,223,2
Image_1009.jpg,286,95,414,168,2
Image_1009.jpg,298,2,404,87,2
Image_1009.jpg,210,34,280,121,2
Image_1299.jpg,336,327,415,416,2
Image_1299.jpg,287,362,330,416,2
Image_1299.jpg,340,263,416,321,2
Image_1299.jpg,389,183,414,261,2
Image_1299.jpg,305,1,403,37,2
Image_1299.jpg,219,19,298,85,2
Image_1299.jpg,193,85,287,170,2
Image_1299.jpg,292,141,353,222,2
Image_1299.jpg,298,45,382,138,2
Image_1299.jpg,387,40,414,101,2
Image_1299.jpg,117,92,186,183,2
Image_1299.jpg,215,186,260,234,2
Image_1299.jpg,54,194,139,247,2
Image_1299.jpg,61,251,122,349,2
Image_1299.jpg,2,280,62,413,2
Image_1299.jpg,72,0,170,62,1
Image_1299.jpg,3,0,62,59,1
Image_1299.jpg,0,66,85,184,1
Image_1299.jpg,0,187,38,266,1
Image_1299.jpg,132,316,241,413,1
Image_1299.jpg,144,214,219,313,1
Image_705.jpg,2,0,125,136,1
Image_705.jpg,0,138,88,255,1
Image_705.jpg,0,261,79,328,1
Image_705.jpg,0,355,33,413,1
Image_705.jpg,343,129,416,204,1
Image_705.jpg,384,84,414,129,1
Image_705.jpg,375,227,416,337,1
Image_705.jpg,367,364,416,413,2
Image_705.jpg,201,335,292,413,2
Image_705.jpg,99,338,198,413,2
Image_705.jpg,117,243,191,344,2
Image_705.jpg,198,272,261,333,2
Image_705.jpg,202,195,303,265,2
Image_705.jpg,112,137,182,233,2
Image_705.jpg,180,0,258,34,2
Image_705.jpg,261,17,333,122,2
Image_705.jpg,143,36,252,121,2
Image_705.jpg,193,125,293,196,2
Image_406.jpg,2,369,102,416,2
Image_406.jpg,105,372,212,416,2
Image_406.jpg,34,286,174,357,2
Image_406.jpg,203,0,275,125,2
Image_406.jpg,96,0,195,42,2
Image_406.jpg,98,42,188,115,2
Image_406.jpg,144,123,184,154,2
Image_406.jpg,34,70,94,149,2
Image_406.jpg,100,119,144,152,2
Image_406.jpg,34,155,117,280,2
Image_406.jpg,330,181,412,327,2
Image_406.jpg,316,108,396,171,2
Image_406.jpg,7,0,53,36,1
Image_406.jpg,0,42,21,84,1
Image_406.jpg,0,151,30,310,1
Image_406.jpg,178,294,236,354,1
Image_406.jpg,185,198,256,288,1
Image_406.jpg,119,175,177,269,1
Image_406.jpg,320,0,401,37,1
Image_406.jpg,325,37,404,104,1
Image_406.jpg,334,336,416,412,1
Image_406.jpg,285,298,331,416,1
Image_406.jpg,229,354,279,414,1
Image_1305.jpg,2,0,125,136,1
Image_1305.jpg,0,138,88,255,1
Image_1305.jpg,0,261,79,328,1
Image_1305.jpg,0,355,33,413,1
Image_1305.jpg,343,129,416,204,1
Image_1305.jpg,384,84,414,129,1
Image_1305.jpg,375,227,416,337,1
Image_1305.jpg,367,364,416,413,2
Image_1305.jpg,201,335,292,413,2
Image_1305.jpg,99,338,198,413,2
Image_1305.jpg,117,243,191,344,2
Image_1305.jpg,198,272,261,333,2
Image_1305.jpg,202,195,303,265,2
Image_1305.jpg,112,137,182,233,2
Image_1305.jpg,180,0,258,34,2
Image_1305.jpg,261,17,333,122,2
Image_1305.jpg,143,36,252,121,2
Image_1305.jpg,193,125,293,196,2
Image_103.jpg,318,318,416,411,2
Image_103.jpg,332,233,412,316,2
Image_103.jpg,354,122,414,225,2
Image_103.jpg,373,0,416,113,2
Image_103.jpg,0,0,44,149,1
Image_103.jpg,48,1,201,149,1
Image_103.jpg,1,150,188,246,1
Image_103.jpg,0,247,130,409,1
Image_103.jpg,131,249,224,413,1
Image_103.jpg,225,245,295,312,1
Image_103.jpg,195,152,315,235,1
Image_103.jpg,206,0,336,144,1
Image_710.jpg,0,0,87,119,2
Image_710.jpg,0,135,29,170,2
Image_710.jpg,229,372,322,416,2
Image_710.jpg,119,359,169,414,2
Image_710.jpg,119,236,244,302,2
Image_710.jpg,170,163,246,232,2
Image_710.jpg,122,106,196,160,2
Image_710.jpg,215,1,316,77,2
Image_710.jpg,155,305,206,355,2
Image_710.jpg,0,199,66,305,1
Image_710.jpg,0,307,61,349,1
Image_710.jpg,34,353,111,414,1
Image_710.jpg,129,3,204,97,1
Image_710.jpg,327,0,387,41,1
Image_710.jpg,259,80,376,167,1
Image_710.jpg,255,169,353,229,1
Image_710.jpg,246,233,336,325,1
Image_710.jpg,326,383,415,416,1
Image_710.jpg,177,356,225,413,1
Image_710.jpg,80,300,145,349,1
Image_710.jpg,324,48,364,75,1
Image_710.jpg,257,327,312,368,1
Image_1007.jpg,264,353,345,416,2
Image_1007.jpg,382,364,415,416,2
Image_1007.jpg,305,198,361,327,2
Image_1007.jpg,262,266,292,326,2
Image_1007.jpg,98,331,183,414,2
Image_1007.jpg,0,334,87,411,2
Image_1007.jpg,3,237,82,330,2
Image_1007.jpg,90,257,154,323,2
Image_1007.jpg,133,191,190,258,2
Image_1007.jpg,85,218,129,252,2
Image_1007.jpg,1,148,78,233,2
Image_1007.jpg,165,11,215,84,2
Image_1007.jpg,46,0,132,84,2
Image_1007.jpg,239,123,312,195,2
Image_1007.jpg,373,183,416,222,2
Image_1007.jpg,317,112,371,163,2
Image_1007.jpg,16,89,97,131,1
Image_1007.jpg,100,90,174,183,1
Image_1007.jpg,307,0,415,54,1
Image_1007.jpg,329,59,414,109,1
Image_1302.jpg,0,0,141,120,1
Image_1302.jpg,0,121,160,265,1
Image_1302.jpg,0,267,155,414,1
Image_1302.jpg,166,229,334,413,1
Image_1302.jpg,349,298,410,416,1
Image_1302.jpg,338,155,408,286,1
Image_1302.jpg,236,90,333,227,1
Image_1302.jpg,274,0,366,92,1
Image_1302.jpg,152,0,251,49,1
Image_1302.jpg,370,71,413,155,2
Image_1302.jpg,164,52,228,161,2
Image_108.jpg,216,6,288,113,1
Image_108.jpg,53,274,154,355,1
Image_108.jpg,33,181,127,270,1
Image_108.jpg,363,77,416,176,1
Image_108.jpg,353,186,412,296,1
Image_108.jpg,129,358,198,416,1
Image_108.jpg,204,356,280,381,1
Image_108.jpg,175,305,224,352,1
Image_108.jpg,295,0,409,67,2
Image_108.jpg,201,118,274,161,2
Image_108.jpg,95,0,173,123,2
Image_108.jpg,3,0,90,109,2
Image_108.jpg,32,124,99,154,2
Image_108.jpg,0,284,50,346,2
Image_108.jpg,0,156,29,266,2
Image_108.jpg,8,375,69,415,2
Image_108.jpg,290,364,413,414,2
Image_108.jpg,223,164,352,255,2
Image_108.jpg,220,262,319,352,2
Image_108.jpg,330,298,402,340,2
Image_108.jpg,278,119,320,158,2
Image_397.jpg,349,145,416,228,2
Image_397.jpg,328,233,415,315,2
Image_397.jpg,254,240,317,309,2
Image_397.jpg,352,326,398,378,2
Image_397.jpg,194,315,284,409,2
Image_397.jpg,231,47,309,97,2
Image_397.jpg,109,76,146,205,2
Image_397.jpg,374,0,412,44,1
Image_397.jpg,234,1,354,36,1
Image_397.jpg,215,106,286,201,1
Image_397.jpg,150,1,224,88,1
Image_397.jpg,150,94,209,164,1
Image_397.jpg,0,0,142,68,1
Image_397.jpg,0,68,89,137,1
Image_397.jpg,0,145,91,196,1
Image_397.jpg,0,201,46,279,1
Image_397.jpg,0,283,114,414,1
Image_397.jpg,118,314,184,411,1
Image_397.jpg,125,214,235,310,1
Image_397.jpg,49,206,117,274,1
Image_397.jpg,156,174,195,214,1
Image_397.jpg,293,350,341,413,1
Image_702.jpg,0,0,141,120,1
Image_702.jpg,0,121,160,265,1
Image_702.jpg,0,267,155,414,1
Image_702.jpg,166,229,334,413,1
